video_id,date_made,date_made_title_only,year_reliable,date_str,window_lower,window_upper,delta_bin,lexicon_hits,matched_phrases,tokens,c_i,contact_related,outcome,reframe_flag,claim
HoYNcoMTk-4,2025,2025,True,2026,2026,2026,1-5y,1,window,8,0.125,True,unresolved (prospective),False,Predicted disclosure window opening; evidence and documents increasing
HoYNcoMTk-4,2025,2025,True,2027,2027,2027,1-5y,0,,10,0.0,True,unresolved (prospective),False,Expected year of open contact announcement; second 40-year cycle completion
HoYNcoMTk-4,2025,2025,True,2050,2050,2050,>10y,0,,9,0.0,False,unresolved (prospective),False,Implied multi-decade process for Earth transformation and ET integration
IKJzZ-KVPdQ,2026,2026,True,2026,2026,2026,<1y,1,timeline,11,0.09090909090909091,False,unresolved (prospective),False,"Session recorded May 30, 2026; used as reference for current timeline"
IKJzZ-KVPdQ,2026,2026,True,2027,2027,2027,1-5y,0,,15,0.0,True,unresolved (prospective),False,Open contact with extraterrestrials predicted to occur within 'a couple of years' from session date
IKJzZ-KVPdQ,2026,2026,True,September 2026,2026,2026,<1y,0,,12,0.0,False,unresolved (prospective),False,"Questioner planning trip to Sedona, trusting synchronicity will align with live event"
IKJzZ-KVPdQ,2026,2026,True,2016,2016,2016,post-deadline,0,,9,0.0,True,retrospective/unscored,False,First Contact movie documentary premiered in Sedona September 2016
IKYfZdjv3aE,2025,2025,True,1998,1998,1998,post-deadline,0,,21,0.0,False,retrospective/unscored,False,Bashar reportedly said that by end of 2001 there would be a terrorist attack in New York City (retro-cited 9/11 prediction)
IKYfZdjv3aE,2025,2025,True,2016,2016,2016,post-deadline,0,,7,0.0,False,retrospective/unscored,False,Everything would change after the 2016 election
IKYfZdjv3aE,2025,2025,True,2027,2027,2027,1-5y,0,,11,0.0,True,unresolved (prospective),False,Open ET contact introduction within five years of the interview date
OzkviF1GCFc,2026,2026,True,2027,2027,2027,1-5y,0,,12,0.0,True,unresolved (prospective),False,Year everything changes; humanity ready for open ET contact and collective transformation
OzkviF1GCFc,2026,2026,True,2026,2026,2026,<1y,0,,10,0.0,True,unresolved (prospective),False,Conscious Life Expo event year; disclosure documents becoming more prevalent
PjIvEohms5I,2025,2025,True,1973,1973,1973,post-deadline,0,,11,0.0,False,retrospective/unscored,False,UFO sightings in San Diego Freeway area that initiated Darryl's research
PjIvEohms5I,2025,2025,True,2027,2027,2027,1-5y,1,timeline,8,0.125,True,unresolved (prospective),False,Bashar's predicted timeline for open extraterrestrial contact disclosure
QBk2MQ1MVZo,2026,2026,True,2026,2026,2026,<1y,0,,8,0.0,True,unresolved (prospective),False,Year of disclosure—secrets held long-term begin emerging publicly
QBk2MQ1MVZo,2026,2026,True,2027,2027,2027,1-5y,0,,9,0.0,True,unresolved (prospective),False,Official extraterrestrial contact occurs; humanity introduced to physical aliens
QBk2MQ1MVZo,2026,2026,True,2020,2020,2020,post-deadline,1,window,9,0.1111111111111111,True,retrospective/unscored,False,Original contact window start mentioned; later narrowed to 2027
QBk2MQ1MVZo,2026,2026,True,2033,2033,2033,5-10y,1,window,7,0.14285714285714285,True,unresolved (prospective),False,Upper end of earlier contact window mentioned
Rcjd1TkZUMY,,2025,False,"October 1st, 2025",2025,2025,,0,,7,0.0,False,unresolved (prospective),True,Uploader's title date; transmission labelled 1-3-5-7-11 refresher
Rcjd1TkZUMY,,2025,False,2027,2027,2027,,0,,11,0.0,True,unresolved (prospective),True,Implied timeframe for open contact disclosure (referenced in contact fulcrum discussions)
Rcjd1TkZUMY,,2025,False,Early days of Atlantis,,,,0,,10,0.0,False,retrospective/unscored,True,When humans and dolphins could interact and communicate more openly
SBRcXicYs0I,2026,2026,True,2026,2026,2026,<1y,0,,14,0.0,True,unresolved (prospective),True,"Title date June 6, 2026; open contact referenced as a couple of years away"
SBRcXicYs0I,2026,2026,True,2027-2028 (approximately),2027,2028,1-5y,0,,12,0.0,True,unresolved (prospective),True,Open contact with extraterrestrials predicted to occur 'in a couple of years'
SBRcXicYs0I,2026,2026,True,Post-2027 decades,2027,2027,1-5y,0,,13,0.0,True,unresolved (prospective),True,Perspectives on aging and life extension will change after extraterrestrial contact is established
T5QtncJq1Jc,,,False,2027,2027,2027,,0,,11,0.0,True,unresolved (prospective),True,Official open contact with extraterrestrial civilizations; introduction of hybrids and Pleiadeans
U-DHIk0lIQ4,,,False,,,,,0,,25,0.0,True,retrospective/unscored,True,"Open contact with extraterrestrials will occur at an unspecified future time, after which humans will collaborate with ETs. Discussed as eventual milestone in humanity's evolution"
ZACIL5Hzb5c,2025,2025,True,September 26th,,,,0,,10,0.0,True,retrospective/unscored,False,Fifth annual Gaia 'Messages for Conscious Contact' conference event date
ZACIL5Hzb5c,2025,2025,True,"End of one cycle, beginning of new cycle",,,,0,,9,0.0,False,retrospective/unscored,False,"Humanity entering new evolutionary direction, sign of consciousness expansion"
_UZ8EyuOuY8,2024,2024,True,1998,1998,1998,post-deadline,0,,15,0.0,False,retrospective/unscored,False,Bashar reportedly said that before end of 2001 New York would suffer a terrorist attack
_UZ8EyuOuY8,2024,2024,True,2016,2016,2016,post-deadline,0,,12,0.0,False,retrospective/unscored,False,After 2016 everything will change; look back tracing changes to this year
_UZ8EyuOuY8,2024,2024,True,2026,2026,2026,1-5y,0,,13,0.0,True,unresolved (prospective),False,"End of 2026 or beginning of 2027, UFO disclosure event confirming extraterrestrial existence"
_UZ8EyuOuY8,2024,2024,True,2027,2027,2027,1-5y,0,,8,0.0,True,unresolved (prospective),False,Beginning of true open contact with extraterrestrial intelligence
eCxOH-AK1rc,2026,2026,True,2026,2026,2026,<1y,0,,16,0.0,True,unresolved (prospective),False,Increase in visible UFO sightings; undeniable images on news broadcasts; year of disclosure across all sectors
eCxOH-AK1rc,2026,2026,True,2027,2027,2027,1-5y,2,probability;timeline,17,0.11764705882352941,True,unresolved (prospective),False,Official open contact with extraterrestrials; press conference or formal introduction; highest probability timeline for public ET acknowledgment
eCxOH-AK1rc,2026,2026,True,2020-2050,2020,2050,<1y,0,,14,0.0,True,unresolved (prospective),False,Three-decade reset cycle for humanity; contact at one-third mark allows two decades for assimilation
egu6iDTj2ys,2025,2025,True,"~500,000 years ago",,,,0,,8,0.0,False,retrospective/unscored,False,Anunnaki genetically altered early hominids into Homo sapiens
egu6iDTj2ys,2025,2025,True,1947,1947,1947,post-deadline,0,,9,0.0,False,retrospective/unscored,False,Roswell crash—first major documented ET craft retrieval by government
egu6iDTj2ys,2025,2025,True,~2 years from interview date (i.e. ~2027),2027,2027,1-5y,0,,10,0.0,True,unresolved (prospective),False,Official open contact with extraterrestrials and announcement of their presence
egu6iDTj2ys,2025,2025,True,~1000 years in future,,,,0,,8,0.0,False,retrospective/unscored,False,Humanity will reach Essassani civilization's current evolutionary level
fOi0W9_JEWM,2024,2024,True,2024,2024,2024,<1y,0,,7,0.0,False,unresolved (prospective),False,New cycle begins; 40-year transmission cycle completes
fOi0W9_JEWM,2024,2024,True,upcoming years,,,,2,frequency;vibrational,7,0.2857142857142857,True,retrospective/unscored,False,Open contact expected as vibrational frequency aligns
fZmY4xS_qXE,2026,2026,True,2026,2026,2026,<1y,0,,11,0.0,True,unresolved (prospective),False,Designated as 'the year of disclosure' with increased ET/UFO information release
hFC4F3JO33M,,,False,2027,2027,2027,,0,,17,0.0,True,unresolved (prospective),True,Open contact with extraterrestrials and full disclosure will occur; initial revelation of hybrid beings living among us
hTlU_M_R0eE,,2026,False,"July 01, 2026",2026,2026,,0,,6,0.0,False,unresolved (prospective),True,Uploader's title date (unverified); Sedona transmission
hTlU_M_R0eE,,2026,False,2027,2027,2027,,0,,11,0.0,True,unresolved (prospective),True,Implied year for open ET contact progression (referenced regarding contact readiness)
hTlU_M_R0eE,,2026,False,"333,000 cycles per second",,,,1,frequency,10,0.1,False,retrospective/unscored,True,Maximum frequency threshold before transcendence from physical to spirit form
hTlU_M_R0eE,,2026,False,~7 years average,,,,1,window,12,0.08333333333333333,False,retrospective/unscored,True,Age window children maintain full spirit/soul awareness before absorbing societal belief systems
hmX3hlNJBjU,2025,2025,True,Fall 2016,2016,2016,post-deadline,0,,14,0.0,False,retrospective/unscored,False,Bashar's statement that everything will change by fall 2016 (indicates session predates fall 2016)
hmX3hlNJBjU,2025,2025,True,September 10 (2016),2016,2016,post-deadline,0,,9,0.0,True,retrospective/unscored,False,Upcoming Bashar event in Sedona (First Contact documentary era)
hmX3hlNJBjU,2025,2025,True,Late September,,,,0,,4,0.0,False,retrospective/unscored,False,LA weekend event planned
hmX3hlNJBjU,2025,2025,True,November,,,,0,,7,0.0,False,retrospective/unscored,False,"Events in Oakland, California and Las Vegas"
hmX3hlNJBjU,2025,2025,True,December,,,,0,,5,0.0,False,retrospective/unscored,False,Christmas holiday experience with Bashar
hmX3hlNJBjU,2025,2025,True,March (annual),,,,0,,8,0.0,False,retrospective/unscored,False,Whale encounter workshop in Dominican Republic (Silver Bank)
jQbxp4e6bfg,2025,2025,True,2012,2012,2012,post-deadline,0,,11,0.0,False,retrospective/unscored,False,Splitting prism threshold; beginning of acceleration toward new reality and understanding
jQbxp4e6bfg,2025,2025,True,1000-year cycle,,,,0,,27,0.0,False,retrospective/unscored,False,"Humanity will create 1000 more years of peace, expansion, creativity on Earth; humans approach fourth density; no longer need to incarnate at current density after cycle ends"
jQbxp4e6bfg,2025,2025,True,Future (unspecified),,,,0,,14,0.0,False,retrospective/unscored,False,Earth becomes sixth hybrid race; blends with five other civilizations; seventh hybrid race forms
ja8BrsruFOo,,2026,False,June (likely 2016),2016,2016,,0,,7,0.0,False,retrospective/unscored,True,Next Bashar public event in Los Angeles
ja8BrsruFOo,,2026,False,Late June (likely 2016),2016,2016,,0,,7,0.0,True,retrospective/unscored,True,First Contact documentary premiere in LA theaters
ja8BrsruFOo,,2026,False,2025-2033,2025,2033,,3,current energy;most probable;timeline,11,0.2727272727272727,True,unresolved (prospective),True,Most probable timeline for open extraterrestrial contact based on current energy
ja8BrsruFOo,,2026,False,2050,2050,2050,,1,energy reading,10,0.1,True,unresolved (prospective),True,Absolute latest date for open extraterrestrial contact per energy reading
jdzErS12DvU,2021,2021,True,2023-2040,2023,2040,1-5y,1,window,13,0.07692307692307693,True,unresolved (prospective),False,"Window for beginning open contact with extraterrestrials, starting sporadically with discoveries and sightings"
jdzErS12DvU,2021,2021,True,2025,2025,2025,1-5y,2,possible;window,7,0.2857142857142857,True,unresolved (prospective),False,Possible early markers of contact window opening
jdzErS12DvU,2021,2021,True,2033,2033,2033,>10y,1,window,7,0.14285714285714285,True,unresolved (prospective),False,Upper range estimate for contact window beginning
jdzErS12DvU,2021,2021,True,700 years future,,,,1,timeline,18,0.05555555555555555,False,retrospective/unscored,False,Willa Hillicrissing (hybrid being; captioned 'Willayha Christine') exists in a future Earth timeline; Darryl has channeled her perspective
ji9rMw37o2M,,,False,"350,000 years ago",,,,0,,10,0.0,False,retrospective/unscored,True,Beginning of major Anunnaki genetic engineering program creating Homo Sapiens
ji9rMw37o2M,,,False,future (unspecified),,,,0,,8,0.0,False,retrospective/unscored,True,Earth will eventually join the 554-civilization Interstellar Alliance
kvU9mCJr-eo,2024,2024,True,within 5 years of interview (c. 2027-2029),2027,2029,1-5y,0,,10,0.0,True,unresolved (prospective),False,Open contact with extraterrestrials predicted to occur within five years
lLFUTAVah30,2016,2016,True,Fall 2016,2016,2016,<1y,0,,19,0.0,False,unresolved (prospective),False,Nexus point/crossroads in collective energy where major societal changes backed by mass consensus will begin to exhibit real transformation.
lLFUTAVah30,2016,2016,True,"10,000 years ago (Essassani timeline)",,,,0,,13,0.0,False,retrospective/unscored,False,"Cybo game originated in Bashar's civilization; 13 grandmasters achieved in first 3,000 years."
lLFUTAVah30,2016,2016,True,"June 17-19 (2016, Los Angeles)",2016,2016,<1y,0,,16,0.0,False,unresolved (prospective),False,"Upcoming Bashar sessions: Masks (June 17), Story Tree (June 18), State of the Union (June 19)."
mgSgI0ElfTI,,,False,Near future (unspecified),,,,2,frequency;vibrational,14,0.14285714285714285,True,retrospective/unscored,True,Open physical contact with Bashar and Sassani could occur pending humanity's vibrational frequency increase
mgSgI0ElfTI,,,False,Within our lifetimes,,,,0,,14,0.0,True,retrospective/unscored,True,"Anka believes contact relatively imminent from Bashar's perspective, though timescale differs from human expectations"
mgSgI0ElfTI,,,False,2014,2014,2014,,0,,14,0.0,False,unresolved (prospective),True,"Reuben Langdon began communicating with extra-dimensional beings through channelers (host background, not a prediction)"
mk_yQrOQHJs,2025,2025,True,2020-2050,2020,2050,<1y,0,,10,0.0,False,unresolved (prospective),True,Reset period for humanity with major transitions and reorientations occurring
mk_yQrOQHJs,2025,2025,True,Within 5 years (from August 2025 = ~2030),2025,2030,<1y,0,,12,0.0,True,unresolved (prospective),True,Open contact with extraterrestrials will begin with slow introductions to different species
mk_yQrOQHJs,2025,2025,True,After 2050,2050,2050,>10y,0,,12,0.0,False,unresolved (prospective),True,"Humanity will be on different trajectory, heading toward full interstellar alliance membership"
mk_yQrOQHJs,2025,2025,True,Next few decades,,,,0,,10,0.0,False,retrospective/unscored,True,"Gradual introduction to new ideas, abilities, opportunities, and extraterrestrial connections"
os4a7-7bnLw,,2025,False,Late June (likely 2016),2016,2016,,0,,11,0.0,True,retrospective/unscored,True,Next Bashar event in Los Angeles and documentary 'First Contact' premiere
os4a7-7bnLw,,2025,False,2025-2033,2025,2033,,3,frequency;most probable;window,12,0.25,True,unresolved (prospective),True,Most probable window for open extraterrestrial contact based on collective frequency alignment
os4a7-7bnLw,,2025,False,2050,2050,2050,,2,current energy;timeline,12,0.16666666666666666,True,unresolved (prospective),True,Absolute latest timeline for open ET contact if current energy momentum persists
p8JC21bFf5M,2026,2026,True,2027,2027,2027,1-5y,0,,19,0.0,True,unresolved (prospective),False,Full disclosure and open contact with extraterrestrials; culmination of decades of behind-scenes ET work with Earth officials and scientists.
p8JC21bFf5M,2026,2026,True,2050,2050,2050,>10y,0,,14,0.0,False,unresolved (prospective),False,No religions will remain on Earth; spirituality will replace organized religion as humanity's framework.
p8JC21bFf5M,2026,2026,True,2026,2026,2026,<1y,1,timelines,10,0.1,False,unresolved (prospective),False,Bashar references 'your year of 2026' and speaks of timelines.
sFjR-VFy4tE,2025,2025,True,2026,2026,2026,1-5y,0,,9,0.0,True,unresolved (prospective),False,Year of disclosure; opening of contact with extraterrestrial civilizations
sFjR-VFy4tE,2025,2025,True,2027,2027,2027,1-5y,0,,10,0.0,False,unresolved (prospective),False,Mentioned in context of twin flame contracts and evolving recognitions
sFjR-VFy4tE,2025,2025,True,2-3 decades,,,,1,timeline,16,0.0625,False,retrospective/unscored,False,"Timeline for end of secrets, abundance for all, and shifting away from corruption and fear-based behavior"
sFjR-VFy4tE,2025,2025,True,"100,000 years",,,,0,,11,0.0,False,retrospective/unscored,False,Duration of Milky Way peace overseen by the Anuette founder being
tskKYl3w0J8,2025,2025,True,2025,2025,2025,<1y,0,,8,0.0,False,unresolved (prospective),False,"Uploader title date: Emersion Conference, August 31, 2025"
tskKYl3w0J8,2025,2025,True,Within 5 years,,,,0,,9,0.0,True,retrospective/unscored,False,Open contact with extraterrestrials will begin with slow introductions
tskKYl3w0J8,2025,2025,True,2020-2050,2020,2050,<1y,0,,10,0.0,False,unresolved (prospective),False,Reset period for humanity; trajectory change post-2050 toward galactic membership
tskKYl3w0J8,2025,2025,True,Next few decades,,,,0,,9,0.0,False,retrospective/unscored,False,"Gradual introduction of new abilities, ET connections, and technology"
ufzO0sbNICQ,2026,2026,True,1973,1973,1973,post-deadline,0,,7,0.0,False,retrospective/unscored,False,Darryl witnessed UFO sightings in Los Angeles
ufzO0sbNICQ,2026,2026,True,1983,1983,1983,post-deadline,0,,7,0.0,False,retrospective/unscored,False,Began channeling Bashar after guided meditation class
ufzO0sbNICQ,2026,2026,True,2025,2025,2025,post-deadline,0,,12,0.0,False,retrospective/unscored,False,Current year of this interview; new Bashar material contracting with mainstream publisher
ufzO0sbNICQ,2026,2026,True,couple of years at the outside,,,,0,,9,0.0,True,retrospective/unscored,False,Timeframe for open contact/public ET disclosure according to Bashar
vrv3J-ri804,2025,2025,True,2027,2027,2027,1-5y,0,,11,0.0,True,unresolved (prospective),False,Within two years from interview: open ET contact introduction to humanity
vrv3J-ri804,2025,2025,True,2050,2050,2050,>10y,0,,15,0.0,False,unresolved (prospective),False,End of three-decade reset (2020–2050); most nations adopt ET assistance; humanity becomes galactic society members
vrv3J-ri804,2025,2025,True,by 2027,2027,2027,1-5y,0,,15,0.0,True,unresolved (prospective),False,Claim that Trump will not be in office when contact occurs; 'something will prevent that'
wwkC86EEu1s,2026,2026,True,2026,2026,2026,<1y,0,,12,0.0,True,unresolved (prospective),False,Year of disclosure and surfacing of hidden truths; UFO/ET information publicly emerging
wwkC86EEu1s,2026,2026,True,2027 (1-2 years from interview),2027,2027,1-5y,0,,10,0.0,True,unresolved (prospective),False,Open contact expected; revelation of extraterrestrial hybrids living among humanity
wwkC86EEu1s,2026,2026,True,5-10 years,,,,0,,7,0.0,False,retrospective/unscored,False,AI could achieve true self-awareness and consciousness
y0-_YOFU8eQ,2025,2025,True,2027,2027,2027,1-5y,1,timeline,12,0.08333333333333333,True,unresolved (prospective),False,"Predicted year for open contact with extraterrestrials, though timeline has some flexibility."
y0-_YOFU8eQ,2025,2025,True,2030-2035,2030,2035,5-10y,0,,13,0.0,False,unresolved (prospective),False,"Expected period with advanced medicines, clean energy, AI integration, and increased ET-government cooperation."
y0-_YOFU8eQ,2025,2025,True,2050-2060,2050,2060,>10y,0,,11,0.0,False,unresolved (prospective),False,Bashar's 'Decade of Dream' with scientific miracles and advanced ET technologies.
ygzBrMyMAQA,2026,2026,True,2027,2027,2027,1-5y,0,,18,0.0,True,unresolved (prospective),False,Full disclosure and open contact with extraterrestrials between now and 2027; culmination of decades of behind-scenes ET work.
ygzBrMyMAQA,2026,2026,True,2050,2050,2050,>10y,0,,19,0.0,False,unresolved (prospective),False,"By this year, religions on Earth will transform into direct spirituality; no more organized religions, only personal spiritual connection."
ygzBrMyMAQA,2026,2026,True,"May 24, 2026",2026,2026,<1y,0,,8,0.0,False,unresolved (prospective),False,Uploader's date for this channeling session titled 'Reflections.'
zOcZDBhRaOQ,2026,2026,True,2026,2026,2026,<1y,0,,15,0.0,True,unresolved (prospective),False,Year of disclosure; UFO information and ship sightings accelerate; whistleblowers name names of program participants
zOcZDBhRaOQ,2026,2026,True,2027,2027,2027,1-5y,0,,16,0.0,True,unresolved (prospective),False,Year of contact; open interaction begins; NASA Artemis moon landing signals exchange with lunar ET bases
zOcZDBhRaOQ,2026,2026,True,2054,2054,2054,>10y,0,,12,0.0,False,unresolved (prospective),False,"Collective humanity trends toward peace, love, harmony, and genuine celebration of diversity"
